issabaa#sis sais bisas;bissa;isbas baisas;baissa;basais abaissa
irsecha#ris;sir ires;reis;ries;sire cires;cries;crise;scier riches cahiers;chaires;chieras
issecah#sis sise scies caisse;cessai chaises;chassie;chiasse;eschais
estlahc#est;set;tes lest;tels lesta;tales haltes chalets
emrahcb#mer;rem amer;arme;mare;rame harem charme;marche chambre
arémchb#réa armé;ramé carmé;cramé;créma charmé;marché chambré
ansichc#ans anis;nais;nias;sain incas chinas;nichas chancis
egranhc#erg;reg gare;rage grena;nager;range hareng;hargne changer
entahéc#net ante;enta aneth;hante éthane;hantée chantée;entaché;étanche
artenhc#art;rat rate;tare antre;entra;renta hanter chanter;chantre;tranche
estnahc#est;set;tes nets;sent antes;entas aneths;hantes chantes;eschant;sachent;tanches
artenhc#art;rat rate;tare antre;entra;renta hanter chanter;chantre;tranche
alpecah#pal alpe;lape;pale;pela clape;place capela;palace chapela
alpéech#pal lapé épale;épela;lapée;palée capelé;placée chapelé
aréschg#réa rasé;réas césar;créas;racés;réacs;sacré;sérac chéras chargés
orticah#rot trio cotir;croit cotira;ocrait chariot;haricot;torchai
irtécha#rit;tir;tri tiré;trié écrit;récit chérit;triché charité;chérait
imraach#mir mari;mira;rami;rima armai;maria;ramai carmai;cramai charmai;marchai
aerrmch#are erra;rare armer;marre;ramer carmer;cramer charmer;marcher
emsrahc#mes mers;rems amers;armes;mares;maser;rames harems charmes;marches
arésmch#réa rasé;réas armés;ramés carmés;cramés;cramsé;crémas charmés;marchés
emrazch#mer;rem amer;arme;mare;rame armez;ramez carmez;cramez charmez;marchez
acrnelh#arc;car cran ancre;caner;carne;cerna;crane;encra;nacre;rance lancer charnel
eirpcha#ire;rie pire;prie;ripe repic chiper charpie;chipera;perchai
eirrcah#ire;rie rire cirer;cirre;crier carier;cirera;criera charrie;cherrai
arterch#art;rat rate;tare rater;tarer;terra carter;tracer charter
estrach#est;set;tes rets;sert aster;astre;rates;resta;tares;tarse;tersa cartes;castre;sacret;traces archets;chartes
issecah#sis sise scies caisse;cessai chaises;chassie;chiasse;eschais
estsach#est;set;tes sets stase;tasse castes chastes;sachets
irtechâ#rit;tir;tri rite;tire;trie citer triche châtier
ostnach#sot sont;tons notas;osant;taons actons;canots;contas;tacons;toscan chatons;tachons
irtaâch#rit;tir;tri tari;tira;tria airât cariât châtrai
arvihac#var ravi;riva;vair;vira;vrai havir havira archiva;avachir;chavira
erviach#ver ivre;rive;vire ravie;varie;vraie crevai;varice archive;chavire
irseche#ris;sir ires;reis;ries;sire cires;cries;crise;scier riches cheires
ensichl#sen nies;sein;sien ceins chiens;chines;niches chenils;lichens
irtécha#rit;tir;tri tiré;trié écrit;récit chérit;triché charité;chérait
enétrch#née enté entré;réent;renté centré;créent;récent chérent
eirrcah#ire;rie rire cirer;cirre;crier carier;cirera;criera charrie;cherrai
arserhc#ars;ras ares;rase;sera erras;rares;raser;serra arrhes archers;cherras
ervsihc#ver vers ivres;revis;rives;servi;vires;viser hivers chervis
estrech#est;set;tes rets;sert ester;reste;serte;terse certes;secret;terces chester
ilsecha#ils;lis;sil lies;lise ciels;lices;sicle liches chiales
astnich#tas tans saint;satin;tains;tians catins;sciant chiants
issecah#sis sise scies caisse;cessai chaises;chassie;chiasse;eschais
eirhcai#ire;rie hier chier;riche cahier;chaire;chiera chierai
irsecha#ris;sir ires;reis;ries;sire cires;cries;crise;scier riches cahiers;chaires;chieras
nosichi#nos;son ions;soin coins;scion chions chiions;chinois;ischion
ansiich#ans anis;nais;nias;sain ainsi;niais incisa chinais;nichais
eirncha#ire;rie nier;rein;rien rince chiner;nicher chinera;nichera
nosichi#nos;son ions;soin coins;scion chions chiions;chinois;ischion
nosinhc#nos;son ions;soin nions;sinon honnis chinons;nichons
eirpcha#ire;rie pire;prie;ripe repic chiper charpie;chipera;perchai
orsechl#ors ores;oser;rose;sore corse;ocres;score roches chlores
eirhcao#ire;rie hier chier;riche cahier;chaire;chiera choiera
emrahcô#mer;rem amer;arme;mare;rame harem charme;marche chômera
corehpa#cor;roc ocre roche choper;pocher;porche;proche chopera;pochera
inpoach#pin pion apion;nopai;opina;piano copain;copina chopina
corehpp#cor;roc ocre roche choper;pocher;porche;proche chopper
eruoqch#rue;ure euro;roue orque;roque coquer;croque;rocque choquer
osérech#osé éros;rosé orées;rosée corsée;écores;ocrées chorées
notachy#ont;ton nota;taon canot;conta;tacon chaton choyant;tachyon
irsmech#ris;sir mirs mires;miser;remis;rimes crimes;mercis chrisme
orsechm#ors ores;oser;rose;sore corse;ocres;score roches chromes
stuiahc#sut;tus suit situa;suait;tuais;usait hiatus chutais
irseceg#ris;sir ires;reis;ries;sire cires;cries;crise;scier cerise cierges
ilsegca#ils;lis;sil lies;lise liges;sigle gicles cigales
ilsecic#ils;lis;sil lies;lise ciels;lices;sicle silice cilices
ilsalic#ils;lis;sil ails;lais;lias;sali;sial lilas sailli cillais
eilclra#lei;lie ciel;lice cille ciller cailler;cillera;craille
nosillc#nos;son ions;soin linos;lions;nolis;solin sillon cillons
estnimc#est;set;tes nets;sent senti;teins;tiens mentis;minets;misent ciments
irsmeci#ris;sir mirs mires;miser;remis;rimes crimes;mercis cimiers
eirncab#ire;rie nier;rein;rien rince cernai;encira;encrai;racine;rancie;ricane cinabre
irténci#rit;tir;tri tiré;trié nitré cintré;crétin cinétir
ansilgc#ans anis;nais;nias;sain salin lignas;lingas;signal cinglas;clignas
eirnlgc#ire;rie nier;rein;rien liner grelin;ligner;linger cingler;cligner
ensilgc#sen nies;sein;sien liens lignes;linges;single cingles;clignes
nséiglc#nés niés ignés;signé;singé lignés;lingés cinglés;clignés
irtsnac#rit;tir;tri tirs;tris trins instar;nitras;riants;tarins;trains;transi cintras;craints;criants
irténec#rit;tir;tri tiré;trié nitré nitrée;rétine cintrée;crétine
irternc#rit;tir;tri rite;tire;trie terri;tirer;trier nitrer;rirent;ternir cintrer
irtsnec#rit;tir;tri tirs;tris trins nitres;retins;sentir;ternis;trines cintres
irsmecâ#ris;sir mirs mires;miser;remis;rimes crimes;mercis cirâmes;criâmes
issreca#sis sirs risse;sires crises;crisse casiers;cassier;cirasse;criasse;scieras
irtsecâ#rit;tir;tri tirs;tris rites;serti;strie;tiers;tires;tiser;tries cistre cirâtes;criâtes
eirrcia#ire;rie rire cirer;cirre;crier cirier cirerai;crierai
irserca#ris;sir ires;reis;ries;sire rires cirres cireras;crieras
irseric#ris;sir ires;reis;ries;sire rires iriser ciriers
orsinic#ors rois;rosi;soir irons;noirs;orins;rions irions;riions cirions;criions;noircis
ilsecia#ils;lis;sil lies;lise ciels;lices;sicle silice ciselai
irselec#ris;sir ires;reis;ries;sire relis;riels relies;relise ciseler
iléssec#lié élis;liés lissé élises;lissée ciselés;clissée;éclisse
estsirc#est;set;tes sets sites;tises;tisse sertis;sistre;stries;tisser;trisse cistres
ostrinc#sot rots;sort;tors rosit;sorti;trios;trois rotins;tirons;trions cistron;citrons
estsica#est;set;tes sets sites;tises;tisse cistes ascites;cessait;citasse
irtaice#rit;tir;tri tari;tira;tria irait;riait;tirai;triai cirait;criait citerai
irtseca#rit;tir;tri tirs;tris rites;serti;strie;tiers;tires;tiser;tries cistre cariste;citeras;raciste
irzetec#riz irez;riez tirez;triez treize citerez;terciez;tiercez
irtneec#rit;tir;tri trin inter;nitre;rient;tenir;terni;trine entier;inerte;ternie citerne
irtecha#rit;tir;tri rite;tire;trie citer triche cithare
irtetac#rit;tir;tri rite;tire;trie tiret;titre attire;traite citrate
ostrinc#sot rots;sort;tors rosit;sorti;trios;trois rotins;tirons;trions cistron;citrons
irselac#ris;sir ires;reis;ries;sire relis;riels lieras;lisera;relais;relias;resali caliers;claires
irtelac#rit;tir;tri rite;tire;trie liter;litre;relit aliter;altier;latrie;litera article;clairet
imslaca#mis mils islam;limas;mails;malis calmis calmais;camails;clamais;clamsai;maclais
alsémec#las lésa;salé lamés almées;lamées calmées;clamées;maclées
emralca#mer;rem amer;arme;mare;rame lamer;larme calmer;clamer;macler calmera;caramel;clamera;maclera
apslemc#pas laps;pals alpes;lapes;pales;pelas;salep amples;lampes;palmes clampes;clampse
alpezmc#pal alpe;lape;pale;pela lapez lampez;palmez clampez
apslemc#pas laps;pals alpes;lapes;pales;pelas;salep amples;lampes;palmes clampes;clampse
imslaca#mis mils islam;limas;mails;malis calmis calmais;camails;clamais;clamsai;maclais
emsralc#mes mers;rems amers;armes;mares;maser;rames larmes clamser
ipslcaa#pis;psi plis;slip clips clapis clapais;clapsai;scalpai
aprelca#par pare laper;parle;perla claper;placer clapera;placera
aptlsec#pat plat plats palets;pastel;peltas;plaste;plates clapets;placets
eirplac#ire;rie pire;prie;ripe piler;plier;repli pairle;palier;pareil;perlai;pilera;plaire;pliera;replia clapier;picarel;placier
airlcpa#air;ira;rai;ria lira;rail;rial clair clapir clapira
ipslcaa#pis;psi plis;slip clips clapis clapais;clapsai;scalpai
epsralc#sep pers;reps espar;pares;repas;saper parles;perlas;relaps clapser;scalper
esspalc#ses seps aspes;passe;pesas;sapes saleps clapses;scalpes
alpezcs#pal alpe;lape;pale;pela lapez clapez;placez clapsez;scalpez
eirnlac#ire;rie nier;rein;rien liner lainer;lanier carline;clarine;lancier
arétscl#réa raté;taré ratés;stéra;tarés castré;cérats;écarts;tracés clartés
alsésec#las lésa;salé lassé;lésas;salés lassée;salées classée
ssuelca#sus sues;uses lusse;seuls cluses casuels;clauses;culasse
entvalc#net vent navet;vante;venta lavent;levant;valent clavent
asvnolc#vas vans avons;novas;savon lavons;slavon;valons clavons;volcans
aosynlc#osa soya ayons;noyas;sayon layons alcyons;clayons;lycaons
ilsechc#ils;lis;sil lies;lise ciels;lices;sicle liches cliches
estnlic#est;set;tes nets;sent lents lisent clients;stencil
ansilgc#ans anis;nais;nias;sain salin lignas;lingas;signal cinglas;clignas
eirnlgc#ire;rie nier;rein;rien liner grelin;ligner;linger cingler;cligner
ensilgc#sen nies;sein;sien liens lignes;linges;single cingles;clignes
nséiglc#nés niés ignés;signé;singé lignés;lingés cinglés;clignés
isslaic#sis sils lissa;salis;sisal lisais;lissai;sialis clissai
iléssec#lié élis;liés lissé élises;lissée ciselés;clissée;éclisse
nosilcv#nos;son ions;soin linos;lions;nolis;solin colins;nicols clivons
notaluc#ont;ton nota;taon talon;tonal louant clouant;coulant
noteluc#ont;ton note lento louent;notule;noulet clouent;coulent;noctule
eruolca#rue;ure euro;roue louer;loure;ourle;roule clouer;couler;croule clouera;coulera;recloua
rtuoelc#rut tour;trou outre;rouet;route;touer;troue loutre;ourlet;rotule clouter
stuolec#sut;tus oust;tous lotus;tolus soulte cloutes;locuste
orsseca#ors sors essor;roses;rosse;sores corses;cosser;crosse;scores coasser;cossera;croasse;ocrasse;rosaces
derocac#der dore;rode coder;corde;credo codera;rocade accorde;cocarde
notachc#ont;ton nota;taon canot;conta;tacon chaton cochant
orsechc#ors ores;oser;rose;sore corse;ocres;score roches cochers;croches
orsecck#ors ores;oser;rose;sore corse;ocres;score escroc cockers
orsedca#ors ores;oser;rose;sore dores;doser;rodes cordes coderas;rocades
rsuoedc#rus;sur ours euros;ourse;roues;soeur doseur;odeurs;souder;sourde codeurs;recouds;scoured
nosifcf#nos;son ions;soin fions;foins confis;nocifs coffins
ostiecg#sot soit sotie;toise coites;coties;cotise;scotie cogites
egronca#erg;reg ogre;orge rogne;ronge cogner;congre cognera
nosicce#nos;son ions;soin coins;scion concis coinces;concise
eruolcl#rue;ure euro;roue louer;loure;ourle;roule clouer;couler;croule colleur
notalic#ont;ton nota;taon talon;tonal laiton;talion calotin;coltina
optaimc#pot;top opta;topa opiat;optai;patio;topai optima compati;comptai;tampico
ilpoemc#pli poil;poli ploie;poile;polie emploi;lipome compile
optaimc#pot;top opta;topa opiat;optai;patio;topai optima compati;comptai;tampico
pstoamc#pst pots;spot;stop;tops optas;posta;topas sampot comptas
pstoemc#pst pots;spot;stop;tops optes;poste;potes;topes tempos comptes
ortencc#rot rote noter;notre conter;contre;cornet;ocrent concert;concret
nosicce#nos;son ions;soin coins;scion concis coinces;concise
ortencc#rot rote noter;notre conter;contre;cornet;ocrent concert;concret
corenfè#cor;roc ocre corne;ronce confer;foncer;fronce confère
nosifca#nos;son ions;soin fions;foins confis;nocifs confias
iornecf#roi noir;orin irone;noire recoin confier;confire;enforci;foncier
nosifce#nos;son ions;soin fions;foins confis;nocifs confies;confise
nosifcn#nos;son ions;soin fions;foins confis;nocifs confins
iornecf#roi noir;orin irone;noire recoin confier;confire;enforci;foncier
nosifce#nos;son ions;soin fions;foins confis;nocifs confies;confise
egroncè#erg;reg ogre;orge rogne;ronge cogner;congre congère
orsengc#ors ores;oser;rose;sore ornes rognes;ronges;songer congres
nosinac#nos;son ions;soin nions;sinon anions;sonnai canions;connais
nosilec#nos;son ions;soin linos;lions;nolis;solin insole;nolise celions;conseil
ostnenc#sot sont;tons notes;osent entons;sonnet;tenons;tenson;tonnes consent
ostnica#sot sont;tons oints;tison citons;tocsin aconits;actions;cations;contais
noétsec#éon;néo noté notés;séton;sténo notées cétones;contées
ortenca#rot rote noter;notre conter;contre;cornet;ocrent canoter;contera;raconte
rtuoenc#rut tour;trou outre;rouet;route;touer;troue entour;rouent;tourne conteur;courent;cureton;encourt
ostrcna#sot rots;sort;tors trocs troncs cartons;contras;corsant
ortencr#rot rote noter;notre conter;contre;cornet;ocrent contrer
ostrenc#sot rots;sort;tors rotes;sorte;store;torse rosent;seront contres;cornets;corsent
noétsrc#éon;néo noté notés;séton;sténo étrons;ténors contrés
orsencv#ors ores;oser;rose;sore ornes cornes;ronces convers;crevons
osvinac#vos vois ovins;ovnis;vison avions;novais cavions;convias
osvinec#vos vois ovins;ovnis;vison envois;ovines convies;nocives;novices
invoecv#vin ovin;ovni envoi;ovine convie;nocive;novice convive
invoeco#vin ovin;ovni envoi;ovine convie;nocive;novice convoie
pstoaco#pst pots;spot;stop;tops optas;posta;topas capots cooptas
pstoeco#pst pots;spot;stop;tops optes;poste;potes;topes coptes cooptes
ipsonac#pis;psi pois pions;poins apions;nopais;opinas;pianos copains;copinas
optniac#pot;top pont pinot;piton;point;potin nopait;pointa;pontai;potina capiton;copiant
optniec#pot;top pont pinot;piton;point;potin pointe;potine copient
opreica#pro pore poire;proie copier;picore copiera;opiacer;recopia
ipsonac#pis;psi pois pions;poins apions;nopais;opinas;pianos copains;copinas
ipsonec#pis;psi pois pions;poins espion;opines copines;pionces
enzopic#nez;zen onze;zone nopez nopiez;opinez copinez;pioncez;ponciez
pstoeic#pst pots;spot;stop;tops optes;poste;potes;topes isopet copiste;picotes
psuolec#pus opus loups;pouls loupes;poules;souple copules;couples
notacuq#ont;ton nota;taon canot;conta;tacon toucan coquant
rtuoaqc#rut tour;trou atour;outra;raout;routa;troua quarto;troqua coquart
eruoqca#rue;ure euro;roue orque;roque coquer;croque;rocque coquera
stuoeqc#sut;tus oust;tous ouest;ouste;soute;toues toques coquets
eruocba#rue;ure euro;roue coeur;coure courbe caroube;corbeau
orsincb#ors rois;rosi;soir irons;noirs;orins;rions cirons;crions corbins
egrodac#erg;reg ogre;orge goder dorage;godera;rodage cordage
orsidac#ors rois;rosi;soir doris dorais;radios;rodais cordais
eruodca#rue;ure euro;roue douer;odeur codeur;couder;coudre;recoud cordeau;couarde;coudera
oséredc#osé éros;rosé orées;rosée dorées;érodes;rodées cordées;décores
eréocld#rée orée écore;ocrée créole;éclore;recolé cordelé;déclore
ortendc#rot rote noter;notre dorent;dronte;endort;retond;rodent;tondre cordent
derorca#der dore;rode dorer;ordre;roder corder;record cordera;recorda
osérnec#osé éros;rosé ornés;réons ornées coréens;cornées;écornes;nécrose
orsinca#ors rois;rosi;soir irons;noirs;orins;rions cirons;crions carions;cornais;rancios
noérecn#éon;néo orné ornée coréen;cornée;écorne cornéen;encorné;énoncer;renoncé
osérnec#osé éros;rosé ornés;réons ornées coréens;cornées;écornes;nécrose
ostrenc#sot rots;sort;tors rotes;sorte;store;torse rosent;seront contres;cornets;corsent
enzoric#nez;zen onze;zone ornez;zoner orniez;zonier corniez;zircone
rsuonce#rus;sur ours ruons cornus;curons cornues;encours;noceurs
derorco#der dore;rode dorer;ordre;roder corder;record corrode
orssiac#ors sors rosis;soirs rosais;rossai corsais;croisas;crossai
ostrica#sot rots;sort;tors rosit;sorti;trios;trois trisoc corsait;cotiras
ostrcna#sot rots;sort;tors trocs troncs cartons;contras;corsant
osésrec#osé osés rosés;rossé essoré;rosées;rossée corsées;crossée;écosser
ostrenc#sot rots;sort;tors rotes;sorte;store;torse rosent;seront contres;cornets;corsent
orserca#ors ores;oser;rose;sore roser corser;recors corsera;ocreras
ostreca#sot rots;sort;tors rotes;sorte;store;torse corset;rectos atroces;corseta;coteras;croates;escorta
ostrecè#sot rots;sort;tors rotes;sorte;store;torse corset;rectos corsète
ssuonic#sus ossu;sous suons;usons suions;usions cosinus;cousins;coussin;cuisons;cuisson;sucions
astisoc#tas asti;sait;tais;tisa assit;astis;tisas;tissa assoit;toisas cossait;cotisas
ostnacs#sot sont;tons notas;osant;taons actons;canots;contas;tacons;toscan cossant;toscans
orsseca#ors sors essor;roses;rosse;sores corses;cosser;crosse;scores coasser;cossera;croasse;ocrasse;rosaces
ostreca#sot rots;sort;tors rotes;sorte;store;torse corset;rectos atroces;corseta;coteras;croates;escorta
irteceo#rit;tir;tri rite;tire;trie citer tierce coterie
ostrica#sot rots;sort;tors rosit;sorti;trios;trois trisoc corsait;cotiras
astisoc#tas asti;sait;tais;tisa assit;astis;tisas;tissa assoit;toisas cossait;cotisas
ostriec#sot rots;sort;tors rosit;sorti;trios;trois orties;sirote;sortie;toiser;tories cotiser
estsioc#est;set;tes sets sites;tises;tisse soties;toises cotises;cotisse;scoties
